GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,FinalScore(PlayerName-0),FinalScore(Player-1),FinalScore(Player-0),FinalScore(Player-3),FinalScore(Player-2),FinalScore(PlayerName-1),FinalScore(PlayerName-2),FinalScore(PlayerName-3),OrdinalPosition(Player-1 rank),OrdinalPosition(PlayerName-0),OrdinalPosition(Player-1),OrdinalPosition(Player-0),OrdinalPosition(Player-0 rank),OrdinalPosition(Player-3),OrdinalPosition(Player-3 rank),OrdinalPosition(Player-2),OrdinalPosition(PlayerName-1),OrdinalPosition(Player-2 rank),OrdinalPosition(PlayerName-2),OrdinalPosition(PlayerName-3),PlayerType(PlayerType-1),PlayerType(PlayerType-0),PlayerType(PlayerType-3),PlayerType(PlayerType-2),Winner(PlayerIdx)
879079583,SushiGo,3,GAME_OVER,98,0,4,203,mcts,52.0,30.0,32.0,42.0,rhea,BasicMCTS,rheaT2,1,mcts,1,4,4,3,3,2,rhea,2,BasicMCTS,rheaT2,rhea,mcts,rheaT2,BasicMCTS,1
-619666105,SushiGo,3,GAME_OVER,99,0,4,204,mcts,28.0,40.0,33.0,39.0,rhea,BasicMCTS,rheaT2,4,mcts,4,1,1,3,3,2,rhea,2,BasicMCTS,rheaT2,rhea,mcts,rheaT2,BasicMCTS,0
503938916,SushiGo,3,GAME_OVER,99,0,4,205,mcts,38.0,37.0,21.0,38.0,rhea,BasicMCTS,rheaT2,2,mcts,2,3,3,4,4,1,rhea,1,BasicMCTS,rheaT2,rhea,mcts,rheaT2,BasicMCTS,2
-428737539,SushiGo,3,GAME_OVER,97,0,4,206,mcts,46.0,40.0,43.0,33.0,rhea,BasicMCTS,rheaT2,1,mcts,1,3,3,2,2,4,rhea,4,BasicMCTS,rheaT2,rhea,mcts,rheaT2,BasicMCTS,1
-1745970416,SushiGo,3,GAME_OVER,96,0,4,207,mcts,42.0,32.0,36.0,22.0,rhea,BasicMCTS,rheaT2,1,mcts,1,3,3,2,2,4,rhea,4,BasicMCTS,rheaT2,rhea,mcts,rheaT2,BasicMCTS,1
-1436161366,SushiGo,3,GAME_OVER,97,0,4,208,mcts,41.0,45.0,27.0,25.0,rhea,BasicMCTS,rheaT2,2,mcts,2,1,1,3,3,4,rhea,4,BasicMCTS,rheaT2,rhea,mcts,rheaT2,BasicMCTS,0
-1151041315,SushiGo,3,GAME_OVER,97,0,4,209,mcts,44.0,30.0,29.0,34.0,rhea,BasicMCTS,rheaT2,1,mcts,1,3,3,4,4,2,rhea,2,BasicMCTS,rheaT2,rhea,mcts,rheaT2,BasicMCTS,1
697067980,SushiGo,3,GAME_OVER,99,0,4,210,mcts,38.0,46.0,36.0,27.0,rhea,BasicMCTS,rheaT2,2,mcts,2,1,1,3,3,4,rhea,4,BasicMCTS,rheaT2,rhea,mcts,rheaT2,BasicMCTS,0
1168140970,SushiGo,3,GAME_OVER,100,0,4,211,mcts,41.0,37.0,34.0,24.0,rhea,BasicMCTS,rheaT2,1,mcts,1,2,2,3,3,4,rhea,4,BasicMCTS,rheaT2,rhea,mcts,rheaT2,BasicMCTS,1
-1491060889,SushiGo,3,GAME_OVER,99,0,4,212,mcts,32.0,41.0,25.0,28.0,rhea,BasicMCTS,rheaT2,2,mcts,2,1,1,4,4,3,rhea,3,BasicMCTS,rheaT2,rhea,mcts,rheaT2,BasicMCTS,0
-1819802610,SushiGo,3,GAME_OVER,99,0,4,213,mcts,36.0,44.0,34.0,21.0,rhea,BasicMCTS,rheaT2,2,mcts,2,1,1,3,3,4,rhea,4,BasicMCTS,rheaT2,rhea,mcts,rheaT2,BasicMCTS,0
-2121274456,SushiGo,3,GAME_OVER,100,0,4,214,mcts,42.0,34.0,31.0,24.0,rhea,BasicMCTS,rheaT2,1,mcts,1,2,2,3,3,4,rhea,4,BasicMCTS,rheaT2,rhea,mcts,rheaT2,BasicMCTS,1
259280696,SushiGo,3,GAME_OVER,99,0,4,215,mcts,38.0,31.0,28.0,30.0,rhea,BasicMCTS,rheaT2,1,mcts,1,2,2,4,4,3,rhea,3,BasicMCTS,rheaT2,rhea,mcts,rheaT2,BasicMCTS,1
1706137030,SushiGo,3,GAME_OVER,101,0,4,216,mcts,33.0,37.0,36.0,28.0,rhea,BasicMCTS,rheaT2,3,mcts,3,1,1,2,2,4,rhea,4,BasicMCTS,rheaT2,rhea,mcts,rheaT2,BasicMCTS,0
545138396,SushiGo,3,GAME_OVER,97,0,4,217,mcts,37.0,36.0,26.0,21.0,rhea,BasicMCTS,rheaT2,1,mcts,1,2,2,3,3,4,rhea,4,BasicMCTS,rheaT2,rhea,mcts,rheaT2,BasicMCTS,1
1376458976,SushiGo,3,GAME_OVER,98,0,4,218,mcts,32.0,33.0,37.0,39.0,rhea,BasicMCTS,rheaT2,4,mcts,4,3,3,2,2,1,rhea,1,BasicMCTS,rheaT2,rhea,mcts,rheaT2,BasicMCTS,2
1195311045,SushiGo,3,GAME_OVER,100,0,4,219,mcts,42.0,41.0,20.0,36.0,rhea,BasicMCTS,rheaT2,1,mcts,1,2,2,4,4,3,rhea,3,BasicMCTS,rheaT2,rhea,mcts,rheaT2,BasicMCTS,1
813477029,SushiGo,3,GAME_OVER,100,0,4,220,mcts,35.0,26.0,36.0,35.0,rhea,BasicMCTS,rheaT2,2,mcts,2,4,4,1,1,2,rhea,2,BasicMCTS,rheaT2,rhea,mcts,rheaT2,BasicMCTS,3
-1466178614,SushiGo,3,GAME_OVER,97,0,4,221,mcts,44.0,31.0,21.0,32.0,rhea,BasicMCTS,rheaT2,1,mcts,1,3,3,4,4,2,rhea,2,BasicMCTS,rheaT2,rhea,mcts,rheaT2,BasicMCTS,1
346665430,SushiGo,3,GAME_OVER,98,0,4,222,mcts,38.0,32.0,29.0,27.0,rhea,rheaT2,BasicMCTS,1,mcts,1,2,2,3,3,4,rhea,4,rheaT2,BasicMCTS,rhea,mcts,BasicMCTS,rheaT2,1
879079583,SushiGo,3,GAME_OVER,97,0,4,223,mcts,43.0,38.0,42.0,26.0,rhea,rheaT2,BasicMCTS,1,mcts,1,3,3,2,2,4,rhea,4,rheaT2,BasicMCTS,rhea,mcts,BasicMCTS,rheaT2,1
-619666105,SushiGo,3,GAME_OVER,100,0,4,224,mcts,35.0,31.0,33.0,45.0,rhea,rheaT2,BasicMCTS,2,mcts,2,4,4,3,3,1,rhea,1,rheaT2,BasicMCTS,rhea,mcts,BasicMCTS,rheaT2,2
503938916,SushiGo,3,GAME_OVER,99,0,4,225,mcts,39.0,31.0,30.0,32.0,rhea,rheaT2,BasicMCTS,1,mcts,1,3,3,4,4,2,rhea,2,rheaT2,BasicMCTS,rhea,mcts,BasicMCTS,rheaT2,1
-428737539,SushiGo,3,GAME_OVER,98,0,4,226,mcts,44.0,38.0,25.0,43.0,rhea,rheaT2,BasicMCTS,1,mcts,1,3,3,4,4,2,rhea,2,rheaT2,BasicMCTS,rhea,mcts,BasicMCTS,rheaT2,1
-1745970416,SushiGo,3,GAME_OVER,97,0,4,227,mcts,37.0,40.0,32.0,34.0,rhea,rheaT2,BasicMCTS,2,mcts,2,1,1,4,4,3,rhea,3,rheaT2,BasicMCTS,rhea,mcts,BasicMCTS,rheaT2,0
-1436161366,SushiGo,3,GAME_OVER,99,0,4,228,mcts,39.0,38.0,26.0,45.0,rhea,rheaT2,BasicMCTS,2,mcts,2,3,3,4,4,1,rhea,1,rheaT2,BasicMCTS,rhea,mcts,BasicMCTS,rheaT2,2
-1151041315,SushiGo,3,GAME_OVER,97,0,4,229,mcts,35.0,32.0,32.0,40.0,rhea,rheaT2,BasicMCTS,2,mcts,2,4,4,3,3,1,rhea,1,rheaT2,BasicMCTS,rhea,mcts,BasicMCTS,rheaT2,2
697067980,SushiGo,3,GAME_OVER,98,0,4,230,mcts,44.0,33.0,57.0,29.0,rhea,rheaT2,BasicMCTS,2,mcts,2,3,3,1,1,4,rhea,4,rheaT2,BasicMCTS,rhea,mcts,BasicMCTS,rheaT2,3
1168140970,SushiGo,3,GAME_OVER,99,0,4,231,mcts,46.0,32.0,29.0,36.0,rhea,rheaT2,BasicMCTS,1,mcts,1,3,3,4,4,2,rhea,2,rheaT2,BasicMCTS,rhea,mcts,BasicMCTS,rheaT2,1
-1491060889,SushiGo,3,GAME_OVER,97,0,4,232,mcts,42.0,29.0,35.0,28.0,rhea,rheaT2,BasicMCTS,1,mcts,1,3,3,2,2,4,rhea,4,rheaT2,BasicMCTS,rhea,mcts,BasicMCTS,rheaT2,1
-1819802610,SushiGo,3,GAME_OVER,98,0,4,233,mcts,41.0,40.0,29.0,27.0,rhea,rheaT2,BasicMCTS,1,mcts,1,2,2,3,3,4,rhea,4,rheaT2,BasicMCTS,rhea,mcts,BasicMCTS,rheaT2,1
-2121274456,SushiGo,3,GAME_OVER,98,0,4,234,mcts,43.0,43.0,23.0,33.0,rhea,rheaT2,BasicMCTS,2,mcts,2,1,1,4,4,3,rhea,3,rheaT2,BasicMCTS,rhea,mcts,BasicMCTS,rheaT2,0
259280696,SushiGo,3,GAME_OVER,98,0,4,235,mcts,38.0,35.0,27.0,34.0,rhea,rheaT2,BasicMCTS,1,mcts,1,2,2,4,4,3,rhea,3,rheaT2,BasicMCTS,rhea,mcts,BasicMCTS,rheaT2,1
1706137030,SushiGo,3,GAME_OVER,100,0,4,236,mcts,43.0,30.0,36.0,37.0,rhea,rheaT2,BasicMCTS,1,mcts,1,4,4,3,3,2,rhea,2,rheaT2,BasicMCTS,rhea,mcts,BasicMCTS,rheaT2,1
545138396,SushiGo,3,GAME_OVER,97,0,4,237,mcts,29.0,30.0,34.0,33.0,rhea,rheaT2,BasicMCTS,4,mcts,4,3,3,1,1,2,rhea,2,rheaT2,BasicMCTS,rhea,mcts,BasicMCTS,rheaT2,3
1376458976,SushiGo,3,GAME_OVER,97,0,4,238,mcts,30.0,38.0,35.0,37.0,rhea,rheaT2,BasicMCTS,4,mcts,4,1,1,3,3,2,rhea,2,rheaT2,BasicMCTS,rhea,mcts,BasicMCTS,rheaT2,0
1195311045,SushiGo,3,GAME_OVER,98,0,4,239,mcts,69.0,22.0,26.0,30.0,rhea,rheaT2,BasicMCTS,1,mcts,1,4,4,3,3,2,rhea,2,rheaT2,BasicMCTS,rhea,mcts,BasicMCTS,rheaT2,1
813477029,SushiGo,3,GAME_OVER,97,0,4,240,mcts,30.0,38.0,28.0,28.0,rhea,rheaT2,BasicMCTS,2,mcts,2,1,1,4,4,3,rhea,3,rheaT2,BasicMCTS,rhea,mcts,BasicMCTS,rheaT2,0
-1466178614,SushiGo,3,GAME_OVER,98,0,4,241,mcts,39.0,40.0,28.0,29.0,rhea,rheaT2,BasicMCTS,2,mcts,2,1,1,4,4,3,rhea,3,rheaT2,BasicMCTS,rhea,mcts,BasicMCTS,rheaT2,0
346665430,SushiGo,3,GAME_OVER,99,0,4,242,rheaT2,28.0,26.0,46.0,35.0,BasicMCTS,mcts,rhea,3,rheaT2,3,4,4,1,1,2,BasicMCTS,2,mcts,rhea,BasicMCTS,rheaT2,rhea,mcts,3
879079583,SushiGo,3,GAME_OVER,97,0,4,243,rheaT2,21.0,38.0,45.0,40.0,BasicMCTS,mcts,rhea,4,rheaT2,4,3,3,1,1,2,BasicMCTS,2,mcts,rhea,BasicMCTS,rheaT2,rhea,mcts,3
-619666105,SushiGo,3,GAME_OVER,98,0,4,244,rheaT2,27.0,35.0,34.0,31.0,BasicMCTS,mcts,rhea,4,rheaT2,4,1,1,2,2,3,BasicMCTS,3,mcts,rhea,BasicMCTS,rheaT2,rhea,mcts,0
503938916,SushiGo,3,GAME_OVER,100,0,4,245,rheaT2,27.0,37.0,40.0,33.0,BasicMCTS,mcts,rhea,4,rheaT2,4,2,2,1,1,3,BasicMCTS,3,mcts,rhea,BasicMCTS,rheaT2,rhea,mcts,3
-428737539,SushiGo,3,GAME_OVER,97,0,4,246,rheaT2,33.0,32.0,55.0,36.0,BasicMCTS,mcts,rhea,3,rheaT2,3,4,4,1,1,2,BasicMCTS,2,mcts,rhea,BasicMCTS,rheaT2,rhea,mcts,3
-1745970416,SushiGo,3,GAME_OVER,97,0,4,247,rheaT2,20.0,27.0,41.0,33.0,BasicMCTS,mcts,rhea,4,rheaT2,4,3,3,1,1,2,BasicMCTS,2,mcts,rhea,BasicMCTS,rheaT2,rhea,mcts,3
-1436161366,SushiGo,3,GAME_OVER,97,0,4,248,rheaT2,24.0,39.0,39.0,37.0,BasicMCTS,mcts,rhea,4,rheaT2,4,1,1,2,2,3,BasicMCTS,3,mcts,rhea,BasicMCTS,rheaT2,rhea,mcts,0
-1151041315,SushiGo,3,GAME_OVER,97,0,4,249,rheaT2,22.0,39.0,38.0,38.0,BasicMCTS,mcts,rhea,4,rheaT2,4,1,1,3,3,2,BasicMCTS,2,mcts,rhea,BasicMCTS,rheaT2,rhea,mcts,0
697067980,SushiGo,3,GAME_OVER,98,0,4,250,rheaT2,37.0,22.0,41.0,34.0,BasicMCTS,mcts,rhea,2,rheaT2,2,4,4,1,1,3,BasicMCTS,3,mcts,rhea,BasicMCTS,rheaT2,rhea,mcts,3
1168140970,SushiGo,3,GAME_OVER,98,0,4,251,rheaT2,23.0,44.0,46.0,37.0,BasicMCTS,mcts,rhea,4,rheaT2,4,2,2,1,1,3,BasicMCTS,3,mcts,rhea,BasicMCTS,rheaT2,rhea,mcts,3
-1491060889,SushiGo,3,GAME_OVER,97,0,4,252,rheaT2,21.0,35.0,46.0,30.0,BasicMCTS,mcts,rhea,4,rheaT2,4,2,2,1,1,3,BasicMCTS,3,mcts,rhea,BasicMCTS,rheaT2,rhea,mcts,3
-1819802610,SushiGo,3,GAME_OVER,97,0,4,253,rheaT2,21.0,40.0,45.0,32.0,BasicMCTS,mcts,rhea,4,rheaT2,4,2,2,1,1,3,BasicMCTS,3,mcts,rhea,BasicMCTS,rheaT2,rhea,mcts,3
-2121274456,SushiGo,3,GAME_OVER,99,0,4,254,rheaT2,23.0,30.0,31.0,46.0,BasicMCTS,mcts,rhea,4,rheaT2,4,3,3,2,2,1,BasicMCTS,1,mcts,rhea,BasicMCTS,rheaT2,rhea,mcts,2
259280696,SushiGo,3,GAME_OVER,99,0,4,255,rheaT2,22.0,37.0,40.0,28.0,BasicMCTS,mcts,rhea,4,rheaT2,4,2,2,1,1,3,BasicMCTS,3,mcts,rhea,BasicMCTS,rheaT2,rhea,mcts,3
1706137030,SushiGo,3,GAME_OVER,97,0,4,256,rheaT2,20.0,34.0,45.0,49.0,BasicMCTS,mcts,rhea,4,rheaT2,4,3,3,2,2,1,BasicMCTS,1,mcts,rhea,BasicMCTS,rheaT2,rhea,mcts,2
545138396,SushiGo,3,GAME_OVER,97,0,4,257,rheaT2,29.0,20.0,34.0,42.0,BasicMCTS,mcts,rhea,3,rheaT2,3,4,4,2,2,1,BasicMCTS,1,mcts,rhea,BasicMCTS,rheaT2,rhea,mcts,2
1376458976,SushiGo,3,GAME_OVER,97,0,4,258,rheaT2,31.0,25.0,30.0,48.0,BasicMCTS,mcts,rhea,2,rheaT2,2,4,4,3,3,1,BasicMCTS,1,mcts,rhea,BasicMCTS,rheaT2,rhea,mcts,2
1195311045,SushiGo,3,GAME_OVER,98,0,4,259,rheaT2,35.0,45.0,32.0,40.0,BasicMCTS,mcts,rhea,3,rheaT2,3,1,1,4,4,2,BasicMCTS,2,mcts,rhea,BasicMCTS,rheaT2,rhea,mcts,0
813477029,SushiGo,3,GAME_OVER,99,0,4,260,rheaT2,31.0,25.0,27.0,39.0,BasicMCTS,mcts,rhea,2,rheaT2,2,4,4,3,3,1,BasicMCTS,1,mcts,rhea,BasicMCTS,rheaT2,rhea,mcts,2
-1466178614,SushiGo,3,GAME_OVER,98,0,4,261,rheaT2,35.0,28.0,36.0,42.0,BasicMCTS,mcts,rhea,3,rheaT2,3,4,4,2,2,1,BasicMCTS,1,mcts,rhea,BasicMCTS,rheaT2,rhea,mcts,2
346665430,SushiGo,3,GAME_OVER,98,0,4,262,rheaT2,22.0,40.0,31.0,34.0,BasicMCTS,rhea,mcts,4,rheaT2,4,1,1,3,3,2,BasicMCTS,2,rhea,mcts,BasicMCTS,rheaT2,mcts,rhea,0
879079583,SushiGo,3,GAME_OVER,97,0,4,263,rheaT2,24.0,35.0,38.0,41.0,BasicMCTS,rhea,mcts,4,rheaT2,4,3,3,2,2,1,BasicMCTS,1,rhea,mcts,BasicMCTS,rheaT2,mcts,rhea,2
-619666105,SushiGo,3,GAME_OVER,98,0,4,264,rheaT2,26.0,36.0,56.0,30.0,BasicMCTS,rhea,mcts,4,rheaT2,4,2,2,1,1,3,BasicMCTS,3,rhea,mcts,BasicMCTS,rheaT2,mcts,rhea,3
503938916,SushiGo,3,GAME_OVER,100,0,4,265,rheaT2,40.0,22.0,35.0,40.0,BasicMCTS,rhea,mcts,2,rheaT2,2,4,4,3,3,1,BasicMCTS,1,rhea,mcts,BasicMCTS,rheaT2,mcts,rhea,2
-428737539,SushiGo,3,GAME_OVER,97,0,4,266,rheaT2,17.0,34.0,38.0,35.0,BasicMCTS,rhea,mcts,4,rheaT2,4,3,3,1,1,2,BasicMCTS,2,rhea,mcts,BasicMCTS,rheaT2,mcts,rhea,3
-1745970416,SushiGo,3,GAME_OVER,98,0,4,267,rheaT2,21.0,34.0,38.0,33.0,BasicMCTS,rhea,mcts,4,rheaT2,4,2,2,1,1,3,BasicMCTS,3,rhea,mcts,BasicMCTS,rheaT2,mcts,rhea,3
-1436161366,SushiGo,3,GAME_OVER,96,0,4,268,rheaT2,26.0,31.0,40.0,39.0,BasicMCTS,rhea,mcts,4,rheaT2,4,3,3,1,1,2,BasicMCTS,2,rhea,mcts,BasicMCTS,rheaT2,mcts,rhea,3
-1151041315,SushiGo,3,GAME_OVER,96,0,4,269,rheaT2,20.0,29.0,48.0,40.0,BasicMCTS,rhea,mcts,4,rheaT2,4,3,3,1,1,2,BasicMCTS,2,rhea,mcts,BasicMCTS,rheaT2,mcts,rhea,3
697067980,SushiGo,3,GAME_OVER,98,0,4,270,rheaT2,25.0,39.0,41.0,45.0,BasicMCTS,rhea,mcts,4,rheaT2,4,3,3,2,2,1,BasicMCTS,1,rhea,mcts,BasicMCTS,rheaT2,mcts,rhea,2
1168140970,SushiGo,3,GAME_OVER,98,0,4,271,rheaT2,23.0,35.0,44.0,31.0,BasicMCTS,rhea,mcts,4,rheaT2,4,2,2,1,1,3,BasicMCTS,3,rhea,mcts,BasicMCTS,rheaT2,mcts,rhea,3
-1491060889,SushiGo,3,GAME_OVER,96,0,4,272,rheaT2,29.0,28.0,49.0,43.0,BasicMCTS,rhea,mcts,3,rheaT2,3,4,4,1,1,2,BasicMCTS,2,rhea,mcts,BasicMCTS,rheaT2,mcts,rhea,3
-1819802610,SushiGo,3,GAME_OVER,99,0,4,273,rheaT2,16.0,33.0,39.0,33.0,BasicMCTS,rhea,mcts,4,rheaT2,4,2,2,1,1,3,BasicMCTS,3,rhea,mcts,BasicMCTS,rheaT2,mcts,rhea,3
-2121274456,SushiGo,3,GAME_OVER,97,0,4,274,rheaT2,24.0,36.0,40.0,46.0,BasicMCTS,rhea,mcts,4,rheaT2,4,3,3,2,2,1,BasicMCTS,1,rhea,mcts,BasicMCTS,rheaT2,mcts,rhea,2
259280696,SushiGo,3,GAME_OVER,98,0,4,275,rheaT2,22.0,39.0,31.0,31.0,BasicMCTS,rhea,mcts,4,rheaT2,4,1,1,2,2,3,BasicMCTS,3,rhea,mcts,BasicMCTS,rheaT2,mcts,rhea,0
1706137030,SushiGo,3,GAME_OVER,97,0,4,276,rheaT2,40.0,28.0,35.0,33.0,BasicMCTS,rhea,mcts,1,rheaT2,1,4,4,2,2,3,BasicMCTS,3,rhea,mcts,BasicMCTS,rheaT2,mcts,rhea,1
545138396,SushiGo,3,GAME_OVER,97,0,4,277,rheaT2,34.0,33.0,38.0,30.0,BasicMCTS,rhea,mcts,2,rheaT2,2,3,3,1,1,4,BasicMCTS,4,rhea,mcts,BasicMCTS,rheaT2,mcts,rhea,3
1376458976,SushiGo,3,GAME_OVER,98,0,4,278,rheaT2,33.0,39.0,28.0,36.0,BasicMCTS,rhea,mcts,3,rheaT2,3,1,1,4,4,2,BasicMCTS,2,rhea,mcts,BasicMCTS,rheaT2,mcts,rhea,0
1195311045,SushiGo,3,GAME_OVER,100,0,4,279,rheaT2,29.0,35.0,33.0,24.0,BasicMCTS,rhea,mcts,3,rheaT2,3,1,1,2,2,4,BasicMCTS,4,rhea,mcts,BasicMCTS,rheaT2,mcts,rhea,0
813477029,SushiGo,3,GAME_OVER,98,0,4,280,rheaT2,26.0,33.0,45.0,35.0,BasicMCTS,rhea,mcts,4,rheaT2,4,3,3,1,1,2,BasicMCTS,2,rhea,mcts,BasicMCTS,rheaT2,mcts,rhea,3
-1466178614,SushiGo,3,GAME_OVER,98,0,4,281,rheaT2,27.0,31.0,33.0,36.0,BasicMCTS,rhea,mcts,4,rheaT2,4,3,3,2,2,1,BasicMCTS,1,rhea,mcts,BasicMCTS,rheaT2,mcts,rhea,2
346665430,SushiGo,3,GAME_OVER,98,0,4,282,rheaT2,36.0,33.0,34.0,16.0,mcts,BasicMCTS,rhea,1,rheaT2,1,3,3,2,2,4,mcts,4,BasicMCTS,rhea,mcts,rheaT2,rhea,BasicMCTS,1
879079583,SushiGo,3,GAME_OVER,97,0,4,283,rheaT2,35.0,35.0,27.0,44.0,mcts,BasicMCTS,rhea,3,rheaT2,3,2,2,4,4,1,mcts,1,BasicMCTS,rhea,mcts,rheaT2,rhea,BasicMCTS,2
-619666105,SushiGo,3,GAME_OVER,100,0,4,284,rheaT2,33.0,32.0,27.0,29.0,mcts,BasicMCTS,rhea,1,rheaT2,1,2,2,4,4,3,mcts,3,BasicMCTS,rhea,mcts,rheaT2,rhea,BasicMCTS,1
503938916,SushiGo,3,GAME_OVER,97,0,4,285,rheaT2,37.0,29.0,38.0,26.0,mcts,BasicMCTS,rhea,2,rheaT2,2,3,3,1,1,4,mcts,4,BasicMCTS,rhea,mcts,rheaT2,rhea,BasicMCTS,3
-428737539,SushiGo,3,GAME_OVER,100,0,4,286,rheaT2,35.0,26.0,52.0,37.0,mcts,BasicMCTS,rhea,3,rheaT2,3,4,4,1,1,2,mcts,2,BasicMCTS,rhea,mcts,rheaT2,rhea,BasicMCTS,3
-1745970416,SushiGo,3,GAME_OVER,96,0,4,287,rheaT2,46.0,34.0,41.0,31.0,mcts,BasicMCTS,rhea,1,rheaT2,1,3,3,2,2,4,mcts,4,BasicMCTS,rhea,mcts,rheaT2,rhea,BasicMCTS,1
-1436161366,SushiGo,3,GAME_OVER,97,0,4,288,rheaT2,44.0,26.0,49.0,29.0,mcts,BasicMCTS,rhea,2,rheaT2,2,4,4,1,1,3,mcts,3,BasicMCTS,rhea,mcts,rheaT2,rhea,BasicMCTS,3
-1151041315,SushiGo,3,GAME_OVER,97,0,4,289,rheaT2,35.0,31.0,39.0,47.0,mcts,BasicMCTS,rhea,3,rheaT2,3,4,4,2,2,1,mcts,1,BasicMCTS,rhea,mcts,rheaT2,rhea,BasicMCTS,2
697067980,SushiGo,3,GAME_OVER,99,0,4,290,rheaT2,39.0,42.0,46.0,31.0,mcts,BasicMCTS,rhea,3,rheaT2,3,2,2,1,1,4,mcts,4,BasicMCTS,rhea,mcts,rheaT2,rhea,BasicMCTS,3
1168140970,SushiGo,3,GAME_OVER,98,0,4,291,rheaT2,57.0,32.0,36.0,23.0,mcts,BasicMCTS,rhea,1,rheaT2,1,3,3,2,2,4,mcts,4,BasicMCTS,rhea,mcts,rheaT2,rhea,BasicMCTS,1
-1491060889,SushiGo,3,GAME_OVER,98,0,4,292,rheaT2,41.0,27.0,33.0,27.0,mcts,BasicMCTS,rhea,1,rheaT2,1,3,3,2,2,3,mcts,3,BasicMCTS,rhea,mcts,rheaT2,rhea,BasicMCTS,1
-1819802610,SushiGo,3,GAME_OVER,97,0,4,293,rheaT2,33.0,38.0,44.0,41.0,mcts,BasicMCTS,rhea,4,rheaT2,4,3,3,1,1,2,mcts,2,BasicMCTS,rhea,mcts,rheaT2,rhea,BasicMCTS,3
-2121274456,SushiGo,3,GAME_OVER,99,0,4,294,rheaT2,31.0,44.0,29.0,32.0,mcts,BasicMCTS,rhea,3,rheaT2,3,1,1,4,4,2,mcts,2,BasicMCTS,rhea,mcts,rheaT2,rhea,BasicMCTS,0
259280696,SushiGo,3,GAME_OVER,99,0,4,295,rheaT2,36.0,29.0,31.0,30.0,mcts,BasicMCTS,rhea,1,rheaT2,1,4,4,2,2,3,mcts,3,BasicMCTS,rhea,mcts,rheaT2,rhea,BasicMCTS,1
1706137030,SushiGo,3,GAME_OVER,96,0,4,296,rheaT2,37.0,25.0,29.0,55.0,mcts,BasicMCTS,rhea,2,rheaT2,2,4,4,3,3,1,mcts,1,BasicMCTS,rhea,mcts,rheaT2,rhea,BasicMCTS,2
545138396,SushiGo,3,GAME_OVER,99,0,4,297,rheaT2,26.0,15.0,37.0,40.0,mcts,BasicMCTS,rhea,3,rheaT2,3,4,4,2,2,1,mcts,1,BasicMCTS,rhea,mcts,rheaT2,rhea,BasicMCTS,2
1376458976,SushiGo,3,GAME_OVER,99,0,4,298,rheaT2,43.0,40.0,38.0,24.0,mcts,BasicMCTS,rhea,1,rheaT2,1,2,2,3,3,4,mcts,4,BasicMCTS,rhea,mcts,rheaT2,rhea,BasicMCTS,1
1195311045,SushiGo,3,GAME_OVER,98,0,4,299,rheaT2,44.0,21.0,40.0,26.0,mcts,BasicMCTS,rhea,1,rheaT2,1,4,4,2,2,3,mcts,3,BasicMCTS,rhea,mcts,rheaT2,rhea,BasicMCTS,1
813477029,SushiGo,3,GAME_OVER,98,0,4,300,rheaT2,32.0,37.0,67.0,31.0,mcts,BasicMCTS,rhea,3,rheaT2,3,2,2,1,1,4,mcts,4,BasicMCTS,rhea,mcts,rheaT2,rhea,BasicMCTS,3
-1466178614,SushiGo,3,GAME_OVER,98,0,4,301,rheaT2,30.0,23.0,37.0,36.0,mcts,BasicMCTS,rhea,3,rheaT2,3,4,4,1,1,2,mcts,2,BasicMCTS,rhea,mcts,rheaT2,rhea,BasicMCTS,3
346665430,SushiGo,3,GAME_OVER,98,0,4,302,rheaT2,43.0,31.0,22.0,32.0,mcts,rhea,BasicMCTS,1,rheaT2,1,3,3,4,4,2,mcts,2,rhea,BasicMCTS,mcts,rheaT2,BasicMCTS,rhea,1
879079583,SushiGo,3,GAME_OVER,98,0,4,303,rheaT2,50.0,34.0,26.0,26.0,mcts,rhea,BasicMCTS,1,rheaT2,1,2,2,4,4,3,mcts,3,rhea,BasicMCTS,mcts,rheaT2,BasicMCTS,rhea,1
-619666105,SushiGo,3,GAME_OVER,99,0,4,304,rheaT2,41.0,45.0,24.0,47.0,mcts,rhea,BasicMCTS,3,rheaT2,3,2,2,4,4,1,mcts,1,rhea,BasicMCTS,mcts,rheaT2,BasicMCTS,rhea,2
503938916,SushiGo,3,GAME_OVER,97,0,4,305,rheaT2,33.0,26.0,44.0,48.0,mcts,rhea,BasicMCTS,3,rheaT2,3,4,4,2,2,1,mcts,1,rhea,BasicMCTS,mcts,rheaT2,BasicMCTS,rhea,2
-428737539,SushiGo,3,GAME_OVER,100,0,4,306,rheaT2,51.0,29.0,30.0,20.0,mcts,rhea,BasicMCTS,1,rheaT2,1,3,3,2,2,4,mcts,4,rhea,BasicMCTS,mcts,rheaT2,BasicMCTS,rhea,1
-1745970416,SushiGo,3,GAME_OVER,97,0,4,307,rheaT2,42.0,34.0,29.0,35.0,mcts,rhea,BasicMCTS,1,rheaT2,1,3,3,4,4,2,mcts,2,rhea,BasicMCTS,mcts,rheaT2,BasicMCTS,rhea,1
