GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,FinalScore(PlayerName-0),FinalScore(Player-1),FinalScore(Player-0),FinalScore(PlayerName-1),OrdinalPosition(Player-1 rank),OrdinalPosition(PlayerName-0),OrdinalPosition(Player-1),OrdinalPosition(Player-0),OrdinalPosition(Player-0 rank),OrdinalPosition(PlayerName-1),PlayerType(PlayerType-1),PlayerType(PlayerType-0),Winner(PlayerIdx)
132120448,SushiGo,3,GAME_OVER,65,0,2,77,rhea2,42.0,47.0,rhea1,2,rhea2,2,1,1,rhea1,rhea1,rhea2,0
798881282,SushiGo,3,GAME_OVER,62,0,2,78,rhea2,35.0,41.0,rhea1,2,rhea2,2,1,1,rhea1,rhea1,rhea2,0
-1029171558,SushiGo,3,GAME_OVER,69,0,2,79,rhea2,33.0,54.0,rhea1,2,rhea2,2,1,1,rhea1,rhea1,rhea2,0
-1612994688,SushiGo,3,GAME_OVER,61,0,2,80,rhea2,53.0,42.0,rhea1,1,rhea2,1,2,2,rhea1,rhea1,rhea2,1
878101759,SushiGo,3,GAME_OVER,66,0,2,81,rhea2,40.0,47.0,rhea1,2,rhea2,2,1,1,rhea1,rhea1,rhea2,0
-81074240,SushiGo,3,GAME_OVER,64,0,2,82,rhea2,50.0,51.0,rhea1,2,rhea2,2,1,1,rhea1,rhea1,rhea2,0
479001826,SushiGo,3,GAME_OVER,64,0,2,83,rhea2,34.0,54.0,rhea1,2,rhea2,2,1,1,rhea1,rhea1,rhea2,0
555768498,SushiGo,3,GAME_OVER,62,0,2,84,rhea2,28.0,55.0,rhea1,2,rhea2,2,1,1,rhea1,rhea1,rhea2,0
-1958316267,SushiGo,3,GAME_OVER,68,0,2,85,rhea2,44.0,44.0,rhea1,2,rhea2,2,1,1,rhea1,rhea1,rhea2,0
1698973388,SushiGo,3,GAME_OVER,61,0,2,86,rhea2,35.0,50.0,rhea1,2,rhea2,2,1,1,rhea1,rhea1,rhea2,0
-1495652992,SushiGo,3,GAME_OVER,62,0,2,87,rhea2,46.0,56.0,rhea1,2,rhea2,2,1,1,rhea1,rhea1,rhea2,0
-936024754,SushiGo,3,GAME_OVER,66,0,2,88,rhea2,42.0,38.0,rhea1,1,rhea2,1,2,2,rhea1,rhea1,rhea2,1
1000196106,SushiGo,3,GAME_OVER,67,0,2,89,rhea2,44.0,62.0,rhea1,2,rhea2,2,1,1,rhea1,rhea1,rhea2,0
1516167842,SushiGo,3,GAME_OVER,70,0,2,90,rhea2,49.0,50.0,rhea1,2,rhea2,2,1,1,rhea1,rhea1,rhea2,0
-1121252390,SushiGo,3,GAME_OVER,68,0,2,91,rhea2,52.0,47.0,rhea1,1,rhea2,1,2,2,rhea1,rhea1,rhea2,1
-624018276,SushiGo,3,GAME_OVER,63,0,2,92,rhea2,52.0,40.0,rhea1,1,rhea2,1,2,2,rhea1,rhea1,rhea2,1
-1481776362,SushiGo,3,GAME_OVER,67,0,2,93,rhea2,58.0,59.0,rhea1,2,rhea2,2,1,1,rhea1,rhea1,rhea2,0
2007373232,SushiGo,3,GAME_OVER,64,0,2,94,rhea2,45.0,46.0,rhea1,2,rhea2,2,1,1,rhea1,rhea1,rhea2,0
-2054155375,SushiGo,3,GAME_OVER,64,0,2,95,rhea2,54.0,57.0,rhea1,2,rhea2,2,1,1,rhea1,rhea1,rhea2,0
-161300652,SushiGo,3,GAME_OVER,68,0,2,96,rhea2,47.0,51.0,rhea1,2,rhea2,2,1,1,rhea1,rhea1,rhea2,0
1860527363,SushiGo,3,GAME_OVER,65,0,2,97,rhea2,45.0,39.0,rhea1,1,rhea2,1,2,2,rhea1,rhea1,rhea2,1
-1708459224,SushiGo,3,GAME_OVER,64,0,2,98,rhea2,49.0,61.0,rhea1,2,rhea2,2,1,1,rhea1,rhea1,rhea2,0
-915084351,SushiGo,3,GAME_OVER,65,0,2,99,rhea2,53.0,43.0,rhea1,1,rhea2,1,2,2,rhea1,rhea1,rhea2,1
-500788839,SushiGo,3,GAME_OVER,66,0,2,100,rhea2,37.0,47.0,rhea1,2,rhea2,2,1,1,rhea1,rhea1,rhea2,0
1840233233,SushiGo,3,GAME_OVER,63,0,2,101,rhea2,59.0,46.0,rhea1,1,rhea2,1,2,2,rhea1,rhea1,rhea2,1
